"","ID","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65"
"42","ES-030055-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc"
"43","ES-031027-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","m1c","m1c","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"44","ES-031027-02","snc","snc","snc","snc","snc","snc","snc","mnc","m1c","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"45","ES-031450-01","snc","snc","snc","snc","snc","snc","snc","snc","m1c","m1c","m1c","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"46","ES-031450-02","snc","snc","snc","snc","snc","snc","snc","snc","m1c","m1c","m1c","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"47","ES-031964-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","mnc","mnc","mnc","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"48","ES-032321-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"49","ES-032321-02","snc","snc","snc","snc","snc","snc","snc","snc","mnc","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"50","ES-032893-01","snc","snc","snc","snc","snc","snc","snc","snc","mnc","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"51","ES-032893-02","snc","snc","snc","snc","snc","snc","mnc","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"52","ES-033550-01","snc","snc","snc","mnc","mnc","mnc","mnc","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"53","ES-033550-02","snc","snc","snc","mnc","mnc","mnc","mnc","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
